Cycle,Code,Role,Values
64,ISFJ-A,Defender,"[10, 36, 19, 58, 56]"
65,ISFP-A,Adventurer,"[4, 42, 22, 40, 57]"
66,ISFP-A,Adventurer,"[11, 42, 24, 46, 58]"
67,ISFJ-A,Defender,"[3, 39, 17, 51, 69]"
68,ISFP-A,Adventurer,"[4, 45, 15, 44, 60]"
69,ISFJ-A,Defender,"[7, 43, 18, 54, 57]"
70,ISFP-A,Adventurer,"[6, 39, 19, 49, 58]"
71,ISFJ-A,Defender,"[4, 46, 21, 51, 67]"
72,ISFJ-A,Defender,"[6, 48, 22, 51, 63]"
73,ISFJ-A,Defender,"[6, 38, 22, 57, 60]"
74,ISFP-A,Adventurer,"[10, 45, 21, 46, 60]"
75,ISFJ-A,Defender,"[11, 42, 19, 60, 54]"
76,ISFP-A,Adventurer,"[11, 41, 25, 43, 68]"
77,ISFP-A,Adventurer,"[7, 39, 19, 46, 58]"
78,ISFJ-A,Defender,"[7, 41, 22, 58, 58]"
79,ISFP-A,Adventurer,"[6, 38, 19, 43, 63]"
80,ISFJ-A,Defender,"[3, 46, 21, 51, 61]"
81,ISFP-A,Adventurer,"[0, 43, 19, 49, 61]"
82,ISFP-A,Adventurer,"[4, 46, 24, 49, 64]"
83,ISFP-A,Adventurer,"[0, 41, 25, 46, 64]"
84,ISFP-A,Adventurer,"[3, 43, 19, 44, 60]"
85,ISFP-A,Adventurer,"[8, 45, 17, 49, 58]"
86,ISFP-A,Adventurer,"[4, 32, 24, 37, 61]"
87,ISFP-A,Adventurer,"[7, 34, 19, 49, 61]"
88,ISFP-A,Adventurer,"[6, 43, 21, 40, 64]"
89,ISFJ-A,Defender,"[7, 34, 24, 60, 51]"
90,ISFP-A,Adventurer,"[8, 41, 19, 42, 68]"
91,ISFP-A,Adventurer,"[10, 45, 21, 49, 64]"
92,ISFP-A,Adventurer,"[4, 41, 21, 47, 57]"
93,ISFP-A,Adventurer,"[1, 43, 26, 43, 64]"
94,ISFP-A,Adventurer,"[4, 39, 17, 49, 58]"
95,ISFP-A,Adventurer,"[3, 39, 24, 44, 61]"
96,ISFP-A,Adventurer,"[1, 43, 17, 46, 56]"
97,ISFJ-A,Defender,"[8, 36, 19, 53, 67]"
98,ISFJ-A,Defender,"[4, 31, 18, 51, 64]"
99,ISFP-A,Adventurer,"[6, 41, 21, 49, 64]"
100,ISFJ-A,Defender,"[1, 45, 19, 61, 61]"
