num_of_cycles,E,I,N,S,F,T,J,P,MBTI
57.0,20.0,1.0,3.0,24.0,0.0,23.0,20.0,2.0,ESTJ
58.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
59.0,18.0,3.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
60.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
61.0,19.0,2.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
62.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
63.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
64.0,20.0,1.0,3.0,24.0,0.0,23.0,21.0,1.0,ESTJ
65.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
66.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
67.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
68.0,19.0,2.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
69.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
70.0,21.0,0.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
71.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
72.0,21.0,0.0,3.0,24.0,0.0,23.0,21.0,1.0,ESTJ
73.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
74.0,21.0,0.0,4.0,23.0,1.0,22.0,21.0,1.0,ESTJ
75.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
76.0,20.0,1.0,3.0,24.0,0.0,23.0,21.0,1.0,ESTJ
77.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
78.0,20.0,1.0,4.0,23.0,1.0,22.0,20.0,2.0,ESTJ
79.0,21.0,0.0,3.0,24.0,0.0,23.0,21.0,1.0,ESTJ
80.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
81.0,21.0,0.0,4.0,23.0,1.0,22.0,21.0,1.0,ESTJ
82.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
83.0,20.0,1.0,3.0,24.0,0.0,23.0,20.0,2.0,ESTJ
84.0,21.0,0.0,3.0,24.0,0.0,23.0,20.0,2.0,ESTJ
85.0,21.0,0.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
86.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
87.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
88.0,19.0,2.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
89.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
90.0,20.0,1.0,3.0,24.0,2.0,21.0,21.0,1.0,ESTJ
91.0,20.0,1.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
92.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
93.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
94.0,20.0,1.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
95.0,21.0,0.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
96.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
97.0,19.0,2.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
98.0,21.0,0.0,3.0,24.0,1.0,22.0,20.0,2.0,ESTJ
99.0,20.0,1.0,4.0,23.0,0.0,23.0,21.0,1.0,ESTJ
100.0,21.0,0.0,3.0,24.0,1.0,22.0,21.0,1.0,ESTJ
,2004.0,96.0,309.0,2391.0,97.0,2203.0,2053.0,147.0,
