num_of_cycles,E,I,N,S,F,T,J,P,MBTI
62.0,21.0,0.0,19.0,8.0,10.0,13.0,11.0,11.0,ENTP
63.0,20.0,1.0,20.0,7.0,12.0,11.0,14.0,8.0,ENFJ
64.0,21.0,0.0,19.0,8.0,13.0,10.0,10.0,12.0,ENFP
65.0,21.0,0.0,19.0,8.0,14.0,9.0,12.0,10.0,ENFJ
66.0,21.0,0.0,20.0,7.0,10.0,13.0,10.0,12.0,ENTP
67.0,20.0,1.0,19.0,8.0,12.0,11.0,10.0,12.0,ENFP
68.0,21.0,0.0,19.0,8.0,12.0,11.0,12.0,10.0,ENFJ
69.0,21.0,0.0,18.0,9.0,11.0,12.0,11.0,11.0,ENTP
70.0,21.0,0.0,20.0,7.0,13.0,10.0,11.0,11.0,ENFP
71.0,21.0,0.0,19.0,8.0,11.0,12.0,11.0,11.0,ENTP
72.0,20.0,1.0,21.0,6.0,13.0,10.0,14.0,8.0,ENFJ
73.0,21.0,0.0,16.0,11.0,11.0,12.0,11.0,11.0,ENTP
74.0,21.0,0.0,18.0,9.0,12.0,11.0,11.0,11.0,ENFP
75.0,21.0,0.0,20.0,7.0,11.0,12.0,10.0,12.0,ENTP
76.0,20.0,1.0,20.0,7.0,12.0,11.0,14.0,8.0,ENFJ
77.0,21.0,0.0,19.0,8.0,10.0,13.0,13.0,9.0,ENTJ
78.0,21.0,0.0,19.0,8.0,11.0,12.0,8.0,14.0,ENTP
79.0,21.0,0.0,19.0,8.0,13.0,10.0,12.0,10.0,ENFJ
80.0,20.0,1.0,20.0,7.0,13.0,10.0,12.0,10.0,ENFJ
81.0,20.0,1.0,19.0,8.0,11.0,12.0,12.0,10.0,ENTJ
82.0,21.0,0.0,20.0,7.0,15.0,8.0,12.0,10.0,ENFJ
83.0,21.0,0.0,19.0,8.0,12.0,11.0,13.0,9.0,ENFJ
84.0,21.0,0.0,19.0,8.0,13.0,10.0,12.0,10.0,ENFJ
85.0,21.0,0.0,21.0,6.0,11.0,12.0,11.0,11.0,ENTP
86.0,20.0,1.0,20.0,7.0,10.0,13.0,11.0,11.0,ENTP
87.0,21.0,0.0,20.0,7.0,12.0,11.0,12.0,10.0,ENFJ
88.0,21.0,0.0,19.0,8.0,13.0,10.0,12.0,10.0,ENFJ
89.0,21.0,0.0,19.0,8.0,11.0,12.0,11.0,11.0,ENTP
90.0,20.0,1.0,19.0,8.0,11.0,12.0,10.0,12.0,ENTP
91.0,21.0,0.0,19.0,8.0,11.0,12.0,12.0,10.0,ENTJ
92.0,21.0,0.0,21.0,6.0,11.0,12.0,13.0,9.0,ENTJ
93.0,21.0,0.0,20.0,7.0,12.0,11.0,12.0,10.0,ENFJ
94.0,21.0,0.0,18.0,9.0,9.0,14.0,13.0,9.0,ENTJ
95.0,20.0,1.0,20.0,7.0,11.0,12.0,13.0,9.0,ENTJ
96.0,20.0,1.0,19.0,8.0,12.0,11.0,10.0,12.0,ENFP
97.0,21.0,0.0,19.0,8.0,13.0,10.0,14.0,8.0,ENFJ
98.0,21.0,0.0,18.0,9.0,12.0,11.0,12.0,10.0,ENFJ
99.0,20.0,1.0,19.0,8.0,13.0,10.0,12.0,10.0,ENFJ
100.0,21.0,0.0,19.0,8.0,13.0,10.0,13.0,9.0,ENFJ
,2068.0,32.0,1909.0,791.0,1185.0,1115.0,1176.0,1024.0,
