num_of_cycles,E,I,N,S,F,T,J,P,MBTI
58.0,0.0,21.0,25.0,2.0,2.0,21.0,9.0,13.0,INTP
59.0,1.0,20.0,25.0,2.0,2.0,21.0,7.0,15.0,INTP
60.0,0.0,21.0,24.0,3.0,3.0,20.0,7.0,15.0,INTP
61.0,2.0,19.0,25.0,2.0,4.0,19.0,8.0,14.0,INTP
62.0,1.0,20.0,24.0,3.0,4.0,19.0,7.0,15.0,INTP
63.0,1.0,20.0,24.0,3.0,3.0,20.0,8.0,14.0,INTP
64.0,2.0,19.0,25.0,2.0,2.0,21.0,7.0,15.0,INTP
65.0,0.0,21.0,26.0,1.0,2.0,21.0,8.0,14.0,INTP
66.0,1.0,20.0,25.0,2.0,2.0,21.0,9.0,13.0,INTP
67.0,2.0,19.0,25.0,2.0,3.0,20.0,8.0,14.0,INTP
68.0,0.0,21.0,25.0,2.0,1.0,22.0,6.0,16.0,INTP
69.0,2.0,19.0,25.0,2.0,2.0,21.0,8.0,14.0,INTP
70.0,1.0,20.0,23.0,4.0,1.0,22.0,6.0,16.0,INTP
71.0,0.0,21.0,25.0,2.0,5.0,18.0,7.0,15.0,INTP
72.0,2.0,19.0,23.0,4.0,2.0,21.0,8.0,14.0,INTP
73.0,1.0,20.0,25.0,2.0,5.0,18.0,7.0,15.0,INTP
74.0,0.0,21.0,25.0,2.0,5.0,18.0,8.0,14.0,INTP
75.0,0.0,21.0,24.0,3.0,4.0,19.0,8.0,14.0,INTP
76.0,1.0,20.0,26.0,1.0,1.0,22.0,8.0,14.0,INTP
77.0,1.0,20.0,25.0,2.0,3.0,20.0,9.0,13.0,INTP
78.0,2.0,19.0,23.0,4.0,3.0,20.0,7.0,15.0,INTP
79.0,0.0,21.0,24.0,3.0,2.0,21.0,7.0,15.0,INTP
80.0,3.0,18.0,25.0,2.0,4.0,19.0,7.0,15.0,INTP
81.0,2.0,19.0,25.0,2.0,2.0,21.0,8.0,14.0,INTP
82.0,2.0,19.0,25.0,2.0,1.0,22.0,10.0,12.0,INTP
83.0,2.0,19.0,24.0,3.0,4.0,19.0,8.0,14.0,INTP
84.0,1.0,20.0,24.0,3.0,4.0,19.0,8.0,14.0,INTP
85.0,3.0,18.0,26.0,1.0,4.0,19.0,8.0,14.0,INTP
86.0,1.0,20.0,25.0,2.0,2.0,21.0,8.0,14.0,INTP
87.0,2.0,19.0,24.0,3.0,4.0,19.0,7.0,15.0,INTP
88.0,2.0,19.0,23.0,4.0,2.0,21.0,8.0,14.0,INTP
89.0,1.0,20.0,25.0,2.0,1.0,22.0,7.0,15.0,INTP
90.0,0.0,21.0,23.0,4.0,4.0,19.0,7.0,15.0,INTP
91.0,2.0,19.0,26.0,1.0,2.0,21.0,7.0,15.0,INTP
92.0,2.0,19.0,24.0,3.0,3.0,20.0,6.0,16.0,INTP
93.0,2.0,19.0,25.0,2.0,1.0,22.0,7.0,15.0,INTP
94.0,1.0,20.0,24.0,3.0,3.0,20.0,7.0,15.0,INTP
95.0,3.0,18.0,25.0,2.0,2.0,21.0,8.0,14.0,INTP
96.0,2.0,19.0,25.0,2.0,2.0,21.0,7.0,15.0,INTP
97.0,1.0,20.0,25.0,2.0,3.0,20.0,8.0,14.0,INTP
98.0,1.0,20.0,26.0,1.0,5.0,18.0,8.0,14.0,INTP
99.0,2.0,19.0,26.0,1.0,2.0,21.0,8.0,14.0,INTP
100.0,2.0,19.0,25.0,2.0,1.0,22.0,9.0,13.0,INTP
,123.0,1977.0,2466.0,234.0,290.0,2010.0,760.0,1440.0,
