num_of_cycles,E,I,N,S,F,T,J,P,MBTI
28.0,1.0,20.0,13.0,14.0,11.0,12.0,16.0,6.0,ISTJ
29.0,1.0,20.0,16.0,11.0,10.0,13.0,14.0,8.0,INTJ
30.0,1.0,20.0,13.0,14.0,10.0,13.0,17.0,5.0,ISTJ
31.0,1.0,20.0,13.0,14.0,12.0,11.0,13.0,9.0,ISFJ
32.0,1.0,20.0,14.0,13.0,11.0,12.0,13.0,9.0,INTJ
33.0,1.0,20.0,14.0,13.0,11.0,12.0,15.0,7.0,INTJ
34.0,1.0,20.0,11.0,16.0,10.0,13.0,16.0,6.0,ISTJ
35.0,1.0,20.0,14.0,13.0,10.0,13.0,16.0,6.0,INTJ
36.0,1.0,20.0,14.0,13.0,9.0,14.0,14.0,8.0,INTJ
37.0,1.0,20.0,15.0,12.0,9.0,14.0,15.0,7.0,INTJ
38.0,1.0,20.0,16.0,11.0,11.0,12.0,16.0,6.0,INTJ
39.0,1.0,20.0,14.0,13.0,14.0,9.0,14.0,8.0,INFJ
40.0,1.0,20.0,15.0,12.0,9.0,14.0,16.0,6.0,INTJ
41.0,1.0,20.0,16.0,11.0,11.0,12.0,15.0,7.0,INTJ
42.0,1.0,20.0,13.0,14.0,12.0,11.0,15.0,7.0,ISFJ
43.0,1.0,20.0,16.0,11.0,11.0,12.0,15.0,7.0,INTJ
44.0,1.0,20.0,16.0,11.0,11.0,12.0,15.0,7.0,INTJ
45.0,1.0,20.0,13.0,14.0,11.0,12.0,16.0,6.0,ISTJ
46.0,1.0,20.0,16.0,11.0,12.0,11.0,14.0,8.0,INFJ
47.0,1.0,20.0,16.0,11.0,9.0,14.0,14.0,8.0,INTJ
48.0,1.0,20.0,13.0,14.0,11.0,12.0,13.0,9.0,ISTJ
49.0,1.0,20.0,12.0,15.0,12.0,11.0,15.0,7.0,ISFJ
50.0,1.0,20.0,15.0,12.0,10.0,13.0,14.0,8.0,INTJ
51.0,1.0,20.0,13.0,14.0,11.0,12.0,14.0,8.0,ISTJ
52.0,1.0,20.0,15.0,12.0,11.0,12.0,13.0,9.0,INTJ
53.0,1.0,20.0,15.0,12.0,8.0,15.0,15.0,7.0,INTJ
54.0,1.0,20.0,16.0,11.0,11.0,12.0,15.0,7.0,INTJ
55.0,1.0,20.0,12.0,15.0,11.0,12.0,14.0,8.0,ISTJ
56.0,1.0,20.0,13.0,14.0,12.0,11.0,14.0,8.0,ISFJ
57.0,1.0,20.0,14.0,13.0,12.0,11.0,16.0,6.0,INFJ
58.0,1.0,20.0,15.0,12.0,9.0,14.0,15.0,7.0,INTJ
59.0,1.0,20.0,18.0,9.0,11.0,12.0,13.0,9.0,INTJ
60.0,1.0,20.0,14.0,13.0,12.0,11.0,15.0,7.0,INFJ
61.0,1.0,20.0,13.0,14.0,10.0,13.0,13.0,9.0,ISTJ
62.0,1.0,20.0,15.0,12.0,11.0,12.0,13.0,9.0,INTJ
63.0,1.0,20.0,13.0,14.0,8.0,15.0,14.0,8.0,ISTJ
64.0,1.0,20.0,15.0,12.0,9.0,14.0,16.0,6.0,INTJ
65.0,1.0,20.0,13.0,14.0,11.0,12.0,14.0,8.0,ISTJ
66.0,1.0,20.0,17.0,10.0,13.0,10.0,15.0,7.0,INFJ
67.0,1.0,20.0,15.0,12.0,11.0,12.0,14.0,8.0,INTJ
68.0,1.0,20.0,14.0,13.0,11.0,12.0,15.0,7.0,INTJ
69.0,1.0,20.0,15.0,12.0,9.0,14.0,15.0,7.0,INTJ
70.0,1.0,20.0,16.0,11.0,9.0,14.0,16.0,6.0,INTJ
71.0,1.0,20.0,12.0,15.0,10.0,13.0,15.0,7.0,ISTJ
72.0,1.0,20.0,15.0,12.0,9.0,14.0,15.0,7.0,INTJ
73.0,1.0,20.0,16.0,11.0,9.0,14.0,14.0,8.0,INTJ
74.0,1.0,20.0,19.0,8.0,9.0,14.0,14.0,8.0,INTJ
75.0,1.0,20.0,15.0,12.0,11.0,12.0,15.0,7.0,INTJ
76.0,1.0,20.0,15.0,12.0,12.0,11.0,15.0,7.0,INFJ
77.0,1.0,20.0,14.0,13.0,14.0,9.0,13.0,9.0,INFJ
78.0,1.0,20.0,13.0,14.0,10.0,13.0,14.0,8.0,ISTJ
79.0,1.0,20.0,15.0,12.0,9.0,14.0,17.0,5.0,INTJ
80.0,1.0,20.0,14.0,13.0,10.0,13.0,14.0,8.0,INTJ
81.0,1.0,20.0,15.0,12.0,11.0,12.0,14.0,8.0,INTJ
82.0,1.0,20.0,16.0,11.0,12.0,11.0,15.0,7.0,INFJ
83.0,1.0,20.0,11.0,16.0,11.0,12.0,14.0,8.0,ISTJ
84.0,1.0,20.0,15.0,12.0,10.0,13.0,15.0,7.0,INTJ
85.0,1.0,20.0,15.0,12.0,13.0,10.0,14.0,8.0,INFJ
86.0,1.0,20.0,17.0,10.0,11.0,12.0,15.0,7.0,INTJ
87.0,1.0,20.0,14.0,13.0,10.0,13.0,14.0,8.0,INTJ
88.0,1.0,20.0,14.0,13.0,11.0,12.0,14.0,8.0,INTJ
89.0,1.0,20.0,15.0,12.0,12.0,11.0,16.0,6.0,INFJ
90.0,1.0,20.0,10.0,17.0,12.0,11.0,14.0,8.0,ISFJ
91.0,1.0,20.0,16.0,11.0,15.0,8.0,15.0,7.0,INFJ
92.0,1.0,20.0,14.0,13.0,10.0,13.0,14.0,8.0,INTJ
93.0,1.0,20.0,15.0,12.0,12.0,11.0,14.0,8.0,INFJ
94.0,1.0,20.0,16.0,11.0,11.0,12.0,15.0,7.0,INTJ
95.0,1.0,20.0,13.0,14.0,11.0,12.0,15.0,7.0,ISTJ
96.0,1.0,20.0,18.0,9.0,12.0,11.0,13.0,9.0,INFJ
97.0,1.0,20.0,15.0,12.0,10.0,13.0,14.0,8.0,INTJ
98.0,1.0,20.0,16.0,11.0,12.0,11.0,15.0,7.0,INFJ
99.0,1.0,20.0,13.0,14.0,10.0,13.0,14.0,8.0,ISTJ
100.0,1.0,20.0,16.0,11.0,8.0,15.0,14.0,8.0,INTJ
,100.0,2000.0,1458.0,1242.0,1078.0,1222.0,1455.0,745.0,
