num_of_cycles,E,I,N,S,F,T,J,P,MBTI
41.0,13.0,8.0,15.0,12.0,21.0,2.0,11.0,11.0,ENFP
42.0,15.0,6.0,13.0,14.0,20.0,3.0,13.0,9.0,ESFJ
43.0,14.0,7.0,18.0,9.0,22.0,1.0,12.0,10.0,ENFJ
44.0,13.0,8.0,11.0,15.0,21.0,3.0,13.0,9.0,ESFJ
45.0,14.0,7.0,12.0,15.0,22.0,1.0,10.0,12.0,ESFP
46.0,14.0,7.0,14.0,12.0,20.0,4.0,14.0,8.0,ENFJ
47.0,14.0,7.0,16.0,11.0,21.0,2.0,10.0,12.0,ENFP
48.0,13.0,8.0,15.0,12.0,22.0,1.0,12.0,10.0,ENFJ
49.0,12.0,9.0,12.0,15.0,21.0,2.0,13.0,9.0,ESFJ
50.0,13.0,8.0,15.0,12.0,22.0,1.0,10.0,12.0,ENFP
51.0,14.0,7.0,14.0,12.0,20.0,4.0,12.0,10.0,ENFJ
52.0,15.0,6.0,14.0,13.0,21.0,2.0,13.0,9.0,ENFJ
53.0,13.0,8.0,14.0,13.0,20.0,3.0,13.0,9.0,ENFJ
54.0,14.0,7.0,15.0,12.0,20.0,3.0,11.0,11.0,ENFP
55.0,12.0,9.0,14.0,13.0,21.0,2.0,11.0,11.0,ENFP
56.0,13.0,8.0,16.0,11.0,21.0,2.0,13.0,9.0,ENFJ
57.0,14.0,7.0,17.0,10.0,21.0,2.0,10.0,12.0,ENFP
58.0,14.0,7.0,15.0,12.0,21.0,2.0,10.0,12.0,ENFP
59.0,14.0,7.0,16.0,10.0,21.0,3.0,11.0,11.0,ENFP
60.0,13.0,8.0,17.0,10.0,21.0,2.0,12.0,10.0,ENFJ
61.0,13.0,8.0,12.0,15.0,20.0,3.0,12.0,10.0,ESFJ
62.0,13.0,8.0,16.0,11.0,21.0,2.0,14.0,8.0,ENFJ
63.0,13.0,8.0,14.0,12.0,21.0,3.0,10.0,12.0,ENFP
64.0,13.0,8.0,12.0,14.0,22.0,2.0,12.0,10.0,ESFJ
65.0,13.0,8.0,16.0,10.0,20.0,4.0,11.0,11.0,ENFP
66.0,13.0,8.0,15.0,12.0,21.0,2.0,10.0,12.0,ENFP
67.0,13.0,8.0,14.0,13.0,21.0,2.0,12.0,10.0,ENFJ
68.0,15.0,6.0,15.0,11.0,22.0,2.0,11.0,11.0,ENFP
69.0,13.0,8.0,11.0,15.0,21.0,3.0,13.0,9.0,ESFJ
70.0,13.0,8.0,16.0,11.0,21.0,2.0,11.0,11.0,ENFP
71.0,13.0,8.0,16.0,11.0,19.0,4.0,12.0,10.0,ENFJ
72.0,15.0,6.0,20.0,7.0,22.0,1.0,14.0,8.0,ENFJ
73.0,12.0,9.0,17.0,10.0,21.0,2.0,13.0,9.0,ENFJ
74.0,14.0,7.0,16.0,10.0,22.0,2.0,13.0,9.0,ENFJ
75.0,15.0,6.0,15.0,12.0,21.0,2.0,9.0,13.0,ENFP
76.0,13.0,8.0,16.0,11.0,21.0,2.0,12.0,10.0,ENFJ
77.0,14.0,7.0,15.0,12.0,21.0,2.0,10.0,12.0,ENFP
78.0,14.0,7.0,12.0,15.0,20.0,3.0,11.0,11.0,ESFP
79.0,14.0,7.0,14.0,13.0,20.0,3.0,13.0,9.0,ENFJ
80.0,13.0,8.0,15.0,12.0,22.0,1.0,12.0,10.0,ENFJ
81.0,13.0,8.0,13.0,14.0,21.0,2.0,13.0,9.0,ESFJ
82.0,13.0,8.0,16.0,11.0,22.0,1.0,12.0,10.0,ENFJ
83.0,12.0,9.0,12.0,15.0,22.0,1.0,12.0,10.0,ESFJ
84.0,14.0,7.0,14.0,13.0,19.0,4.0,11.0,11.0,ENFP
85.0,13.0,8.0,15.0,11.0,20.0,4.0,11.0,11.0,ENFP
86.0,13.0,8.0,16.0,11.0,21.0,2.0,10.0,12.0,ENFP
87.0,12.0,9.0,15.0,11.0,21.0,3.0,10.0,12.0,ENFP
88.0,13.0,8.0,15.0,12.0,21.0,2.0,10.0,12.0,ENFP
89.0,15.0,6.0,18.0,9.0,21.0,2.0,13.0,9.0,ENFJ
90.0,14.0,7.0,13.0,13.0,22.0,2.0,12.0,10.0,ESFJ
91.0,13.0,8.0,16.0,11.0,21.0,2.0,12.0,10.0,ENFJ
92.0,12.0,9.0,17.0,10.0,20.0,3.0,11.0,11.0,ENFP
93.0,13.0,8.0,13.0,14.0,20.0,3.0,11.0,11.0,ESFP
94.0,14.0,7.0,14.0,12.0,22.0,2.0,14.0,8.0,ENFJ
95.0,13.0,8.0,18.0,9.0,21.0,2.0,13.0,9.0,ENFJ
96.0,13.0,8.0,16.0,11.0,22.0,1.0,12.0,10.0,ENFJ
97.0,14.0,7.0,14.0,13.0,22.0,1.0,12.0,10.0,ENFJ
98.0,13.0,8.0,16.0,11.0,21.0,2.0,13.0,9.0,ENFJ
99.0,12.0,9.0,17.0,10.0,22.0,1.0,7.0,15.0,ENFP
100.0,14.0,7.0,16.0,10.0,21.0,3.0,10.0,12.0,ENFP
,1342.0,758.0,1531.0,1144.0,2089.0,236.0,1154.0,1046.0,
