Cycle,Code,Role,Values
40,ISFP-A,Adventurer,"[49, 47, 12, 37, 58]"
41,INFP-A,Mediator,"[43, 52, 24, 39, 54]"
42,ISFP-A,Adventurer,"[40, 42, 15, 33, 51]"
43,ISFP-A,Adventurer,"[49, 48, 25, 39, 61]"
44,ENFP-A,Campaigner,"[53, 53, 21, 26, 51]"
45,ISFP-A,Adventurer,"[36, 46, 19, 37, 61]"
46,INFP-A,Mediator,"[44, 52, 17, 40, 60]"
47,INFP-A,Mediator,"[40, 51, 17, 43, 56]"
48,ISFP-A,Adventurer,"[49, 47, 24, 33, 53]"
49,ISFP-A,Adventurer,"[47, 35, 18, 29, 56]"
50,ISFP-A,Adventurer,"[49, 45, 17, 36, 67]"
51,ISFP-A,Adventurer,"[42, 41, 26, 37, 67]"
52,ISFP-A,Adventurer,"[49, 43, 29, 36, 57]"
53,ISFP-A,Adventurer,"[47, 41, 19, 36, 61]"
54,ESFP-A,Entertainer,"[51, 48, 24, 47, 58]"
55,ESFP-A,Entertainer,"[58, 42, 21, 25, 56]"
56,ISFP-A,Adventurer,"[44, 48, 17, 40, 58]"
57,ISFP-A,Adventurer,"[43, 42, 18, 40, 69]"
58,ISFP-A,Adventurer,"[43, 34, 31, 47, 58]"
59,INFP-A,Mediator,"[49, 53, 29, 33, 63]"
60,ISFP-A,Adventurer,"[46, 43, 21, 29, 57]"
61,ISFP-A,Adventurer,"[49, 48, 17, 26, 51]"
62,ISFP-A,Adventurer,"[43, 38, 18, 47, 65]"
63,ISFP-A,Adventurer,"[43, 45, 25, 35, 65]"
64,ISFP-A,Adventurer,"[49, 34, 19, 42, 71]"
65,ISFP-T,Adventurer,"[43, 47, 19, 35, 49]"
66,INFP-A,Mediator,"[46, 51, 18, 46, 53]"
67,INFP-A,Mediator,"[49, 52, 18, 37, 65]"
68,ENFP-T,Campaigner,"[53, 51, 21, 36, 49]"
69,ESFP-A,Entertainer,"[54, 47, 28, 33, 54]"
70,ISFP-A,Adventurer,"[46, 43, 19, 29, 57]"
71,ISFP-A,Adventurer,"[39, 47, 15, 32, 56]"
72,ISFP-A,Adventurer,"[47, 47, 18, 31, 60]"
73,ISFP-A,Adventurer,"[44, 47, 22, 49, 57]"
74,ISFP-A,Adventurer,"[43, 43, 26, 35, 53]"
75,ISFP-A,Adventurer,"[42, 48, 22, 32, 57]"
76,ESFP-A,Entertainer,"[54, 39, 24, 33, 65]"
77,INFP-A,Mediator,"[44, 52, 15, 39, 64]"
78,ISFP-A,Adventurer,"[49, 42, 22, 36, 65]"
79,ISFP-A,Adventurer,"[49, 45, 22, 24, 63]"
80,INFP-A,Mediator,"[39, 51, 22, 35, 58]"
81,INFP-A,Mediator,"[43, 53, 18, 40, 54]"
82,ISFP-A,Adventurer,"[44, 35, 26, 36, 68]"
83,ISFP-A,Adventurer,"[49, 38, 24, 29, 54]"
84,ISFP-A,Adventurer,"[43, 43, 19, 40, 67]"
85,ISFP-A,Adventurer,"[46, 46, 22, 39, 56]"
86,ISFP-T,Adventurer,"[47, 43, 18, 40, 49]"
87,INFP-A,Mediator,"[49, 54, 15, 35, 57]"
88,INFP-A,Mediator,"[42, 51, 17, 40, 61]"
89,ISFP-A,Adventurer,"[49, 48, 18, 42, 58]"
90,ISFP-A,Adventurer,"[40, 45, 25, 40, 64]"
91,ESFP-A,Entertainer,"[53, 42, 14, 39, 68]"
92,ISFP-A,Adventurer,"[39, 43, 24, 43, 57]"
93,ESFP-A,Entertainer,"[53, 43, 15, 43, 57]"
94,INFP-A,Mediator,"[46, 52, 17, 31, 58]"
95,INFP-A,Mediator,"[47, 51, 18, 37, 64]"
96,ESFP-A,Entertainer,"[54, 46, 21, 35, 54]"
97,ESFP-A,Entertainer,"[51, 47, 18, 46, 58]"
98,INFP-A,Mediator,"[43, 51, 32, 39, 67]"
99,INFP-A,Mediator,"[46, 54, 25, 32, 65]"
100,ISFP-A,Adventurer,"[44, 42, 18, 33, 60]"
