Cycle,Code,Role,Values
61,ISTJ-A,Logistician,"[22, 18, 76, 67, 82]"
62,ISTJ-A,Logistician,"[29, 27, 69, 65, 76]"
63,ISTJ-A,Logistician,"[24, 11, 65, 65, 78]"
64,ISTJ-A,Logistician,"[29, 16, 64, 56, 85]"
65,ISTJ-A,Logistician,"[24, 14, 57, 65, 76]"
66,ISTJ-A,Logistician,"[21, 14, 64, 64, 69]"
67,ISTJ-A,Logistician,"[28, 11, 69, 60, 88]"
68,ISTJ-A,Logistician,"[19, 20, 72, 67, 76]"
69,ISTJ-A,Logistician,"[21, 22, 63, 61, 76]"
70,ISTJ-A,Logistician,"[26, 18, 69, 61, 65]"
71,ISTJ-A,Logistician,"[26, 14, 74, 63, 74]"
72,ISTJ-A,Logistician,"[25, 14, 64, 58, 79]"
73,ISTP-A,Virtuoso,"[15, 22, 74, 49, 74]"
74,ISTJ-A,Logistician,"[31, 17, 72, 61, 68]"
75,ISTJ-A,Logistician,"[17, 14, 72, 64, 67]"
76,ISTJ-A,Logistician,"[11, 10, 75, 57, 76]"
77,ISTJ-A,Logistician,"[29, 18, 58, 57, 76]"
78,ISTJ-A,Logistician,"[24, 21, 61, 65, 78]"
79,ISTJ-A,Logistician,"[25, 10, 72, 58, 88]"
80,ISTJ-A,Logistician,"[25, 20, 64, 63, 85]"
81,ISTJ-A,Logistician,"[28, 17, 67, 61, 76]"
82,ISTJ-A,Logistician,"[21, 13, 68, 65, 78]"
83,ISTJ-A,Logistician,"[19, 18, 71, 64, 74]"
84,ISTJ-A,Logistician,"[21, 21, 71, 67, 76]"
85,ISTJ-A,Logistician,"[18, 25, 67, 60, 75]"
86,ISTJ-A,Logistician,"[24, 7, 67, 61, 72]"
87,ISTJ-A,Logistician,"[31, 4, 72, 60, 83]"
88,ISTJ-A,Logistician,"[18, 11, 60, 71, 75]"
89,ISTJ-A,Logistician,"[21, 21, 65, 68, 76]"
90,ISTJ-A,Logistician,"[22, 16, 67, 67, 85]"
91,ISTJ-A,Logistician,"[26, 11, 72, 65, 75]"
92,ISTJ-A,Logistician,"[24, 13, 72, 60, 82]"
93,ISTJ-A,Logistician,"[21, 18, 67, 64, 79]"
94,ISTJ-A,Logistician,"[29, 13, 63, 60, 85]"
95,ISTJ-A,Logistician,"[24, 21, 64, 65, 76]"
96,ISTJ-A,Logistician,"[29, 4, 69, 67, 79]"
97,ISTJ-A,Logistician,"[14, 11, 67, 64, 83]"
98,ISTJ-A,Logistician,"[42, 13, 67, 64, 78]"
99,ISTJ-A,Logistician,"[26, 14, 64, 64, 69]"
100,ISTJ-A,Logistician,"[22, 13, 75, 67, 79]"
