Cycle,Code,Role,Values
51,ESTP-A,Entrepreneur,"[54, 25, 69, 22, 76]"
52,ISTP-A,Virtuoso,"[49, 7, 72, 24, 79]"
53,ISTP-A,Virtuoso,"[47, 20, 63, 28, 78]"
54,ISTP-A,Virtuoso,"[46, 14, 65, 22, 64]"
55,ISTP-A,Virtuoso,"[49, 22, 69, 29, 74]"
56,ISTP-A,Virtuoso,"[36, 21, 72, 31, 76]"
57,ISTP-A,Virtuoso,"[47, 31, 78, 28, 74]"
58,ISTP-A,Virtuoso,"[49, 14, 71, 28, 81]"
59,ESTP-A,Entrepreneur,"[53, 18, 75, 25, 67]"
60,ISTP-A,Virtuoso,"[42, 20, 82, 29, 74]"
61,ISTP-A,Virtuoso,"[42, 7, 68, 26, 74]"
62,ESTP-A,Entrepreneur,"[53, 13, 67, 25, 67]"
63,ISTP-A,Virtuoso,"[49, 25, 81, 25, 72]"
64,ISTP-A,Virtuoso,"[44, 34, 69, 22, 75]"
65,ISTP-A,Virtuoso,"[47, 21, 75, 24, 67]"
66,ISTP-A,Virtuoso,"[49, 25, 72, 31, 78]"
67,ISTP-A,Virtuoso,"[47, 20, 65, 25, 72]"
68,ISTP-A,Virtuoso,"[44, 22, 69, 28, 74]"
69,ISTP-A,Virtuoso,"[46, 17, 78, 21, 67]"
70,ISTP-A,Virtuoso,"[44, 7, 72, 22, 74]"
71,ISTP-A,Virtuoso,"[42, 13, 67, 31, 79]"
72,ISTP-A,Virtuoso,"[49, 11, 74, 26, 79]"
73,ISTP-A,Virtuoso,"[42, 22, 74, 25, 69]"
74,ISTP-A,Virtuoso,"[49, 9, 82, 25, 64]"
75,ISTP-A,Virtuoso,"[47, 13, 72, 32, 78]"
76,ISTP-A,Virtuoso,"[40, 7, 79, 31, 83]"
77,ESTP-A,Entrepreneur,"[53, 25, 69, 26, 72]"
78,ISTP-A,Virtuoso,"[47, 3, 72, 25, 78]"
79,ISTP-A,Virtuoso,"[42, 14, 76, 24, 79]"
80,ISTP-A,Virtuoso,"[47, 31, 67, 22, 69]"
81,ISTP-A,Virtuoso,"[44, 28, 69, 31, 72]"
82,ISTP-A,Virtuoso,"[49, 16, 72, 26, 69]"
83,ESTP-A,Entrepreneur,"[53, 29, 67, 22, 72]"
84,ISTP-A,Virtuoso,"[47, 20, 69, 24, 68]"
85,ESTP-A,Entrepreneur,"[58, 45, 71, 28, 75]"
86,ISTP-A,Virtuoso,"[39, 22, 72, 26, 76]"
87,ISTP-A,Virtuoso,"[49, 11, 67, 29, 79]"
88,ISTP-A,Virtuoso,"[46, 20, 69, 29, 72]"
89,ISTP-A,Virtuoso,"[44, 24, 71, 31, 71]"
90,ISTP-A,Virtuoso,"[44, 20, 69, 19, 81]"
91,ISTP-A,Virtuoso,"[44, 20, 72, 26, 79]"
92,ISTP-A,Virtuoso,"[44, 31, 76, 24, 71]"
93,ISTP-A,Virtuoso,"[44, 22, 72, 32, 75]"
94,ESTP-A,Entrepreneur,"[58, 14, 68, 25, 76]"
95,ISTP-A,Virtuoso,"[49, 20, 75, 31, 72]"
96,ISTP-A,Virtuoso,"[49, 18, 75, 26, 67]"
97,ISTP-A,Virtuoso,"[49, 38, 74, 26, 71]"
98,ESTP-A,Entrepreneur,"[53, 13, 78, 25, 68]"
99,ISTP-A,Virtuoso,"[47, 10, 72, 25, 85]"
100,ESTP-A,Entrepreneur,"[53, 14, 72, 26, 79]"
