Cycle,Code,Role,Values
48,ISFP-A,Adventurer,"[19, 43, 39, 11, 61]"
49,ISFP-A,Adventurer,"[17, 43, 32, 11, 67]"
50,ISFP-A,Adventurer,"[19, 45, 35, 11, 61]"
51,ISFP-A,Adventurer,"[18, 46, 33, 14, 61]"
52,ISFP-A,Adventurer,"[19, 46, 31, 15, 61]"
53,ISFP-A,Adventurer,"[19, 38, 35, 14, 65]"
54,ISFP-A,Adventurer,"[15, 45, 33, 14, 67]"
55,ISFP-A,Adventurer,"[19, 45, 32, 18, 71]"
56,ISFP-A,Adventurer,"[18, 46, 32, 17, 63]"
57,ISFP-A,Adventurer,"[14, 45, 29, 14, 64]"
58,ISFP-A,Adventurer,"[17, 41, 31, 17, 67]"
59,ISFP-A,Adventurer,"[19, 43, 33, 11, 65]"
60,ISFP-A,Adventurer,"[21, 38, 36, 18, 65]"
61,ISFP-A,Adventurer,"[18, 41, 37, 18, 57]"
62,ISFP-A,Adventurer,"[19, 46, 26, 15, 61]"
63,ISFP-A,Adventurer,"[22, 42, 35, 14, 65]"
64,ISFP-A,Adventurer,"[18, 43, 36, 19, 64]"
65,ISFP-A,Adventurer,"[17, 42, 37, 18, 69]"
66,ISFP-A,Adventurer,"[21, 41, 35, 15, 63]"
67,ISFP-A,Adventurer,"[19, 42, 36, 14, 64]"
68,ISFP-A,Adventurer,"[17, 38, 33, 12, 63]"
69,ISFP-A,Adventurer,"[19, 43, 33, 14, 63]"
70,ISFP-A,Adventurer,"[17, 42, 36, 10, 61]"
71,ISFP-A,Adventurer,"[17, 45, 31, 12, 61]"
72,ISFP-A,Adventurer,"[19, 36, 32, 12, 60]"
73,ISFP-A,Adventurer,"[17, 43, 33, 14, 61]"
74,ISFP-A,Adventurer,"[19, 43, 32, 12, 64]"
75,ISFP-A,Adventurer,"[21, 47, 29, 15, 64]"
76,ISFP-A,Adventurer,"[19, 43, 35, 18, 72]"
77,ISFP-A,Adventurer,"[18, 38, 31, 17, 61]"
78,ISFP-A,Adventurer,"[21, 43, 29, 14, 63]"
79,ISFP-A,Adventurer,"[19, 42, 33, 15, 60]"
80,ISFP-A,Adventurer,"[18, 46, 31, 15, 64]"
81,ISFP-A,Adventurer,"[17, 41, 36, 14, 63]"
82,ISFP-A,Adventurer,"[19, 38, 28, 14, 64]"
83,ISFP-A,Adventurer,"[21, 43, 35, 19, 63]"
84,ISFP-A,Adventurer,"[15, 46, 37, 15, 65]"
85,ISFP-A,Adventurer,"[18, 43, 35, 14, 64]"
86,ISFP-A,Adventurer,"[18, 42, 35, 14, 63]"
87,ISFP-A,Adventurer,"[19, 45, 32, 22, 61]"
88,ISFP-A,Adventurer,"[19, 39, 32, 15, 69]"
89,ISFP-A,Adventurer,"[18, 35, 36, 15, 64]"
90,ISFP-A,Adventurer,"[17, 41, 32, 15, 65]"
91,ISFP-A,Adventurer,"[19, 47, 39, 11, 61]"
92,ISFP-A,Adventurer,"[15, 46, 35, 14, 61]"
93,ISFP-A,Adventurer,"[15, 45, 35, 12, 68]"
94,ISFP-A,Adventurer,"[18, 46, 36, 15, 61]"
95,ISFP-A,Adventurer,"[18, 41, 33, 14, 65]"
96,ISFP-A,Adventurer,"[19, 43, 35, 12, 69]"
97,ISFP-A,Adventurer,"[21, 43, 32, 18, 67]"
98,ISFP-A,Adventurer,"[17, 43, 33, 15, 68]"
99,ISFP-A,Adventurer,"[19, 43, 32, 11, 71]"
100,ISFP-A,Adventurer,"[15, 41, 31, 14, 64]"
